100|1100034|S|2016-08-15T15:37:48:00
100|1100034|E|2016-08-15T14:00:12:00
130|1100047|S|2016-08-15T14:02:23:00
130|1100078|S|2016-08-15T14:03:22:00
130|1100047|E|2016-08-15T20:13:44:00
130|1100078|S|2016-08-15T21:45:12:00
120|1100078|E|2016-10-16T14:38:40.239
120|1100078|E|2016-10-16T14:41:41.390
120|1100078|E|2016-10-16T14:49:11.908
120|1100078|E|2016-10-16T14:51:54.449
120|1100078|E|2016-10-16T14:53:38.533
120|1100078|E|2016-10-16T14:55:01.057
120|1100078|E|2016-10-16T14:59:48.914
120|1100078|E|2016-10-16T15:00:15.378
120|1100078|E|2016-10-16T15:00:49.034
120|1100078|E|2016-10-16T15:01:14.948
120|1100078|E|2016-10-16T15:03:32.793
120|1100078|E|2016-10-16T15:03:40.042
120|1100078|E|2016-10-16T15:15:08.279
120|1100078|E|2016-10-16T15:16:44.167
120|1100078|E|2016-10-16T15:23:52.525
120|1100078|E|2016-10-16T15:24:21.157
120|1100078|E|2016-10-16T15:24:51.697
120|1100078|E|2016-10-16T15:29:42.676
120|1100078|E|2016-10-16T15:33:41.969
120|1100078|E|2016-10-16T15:34:48.453
120|1100078|E|2016-10-16T15:37:18.517
120|1100078|E|2016-10-16T15:39:52.208
120|1100078|E|2016-10-16T15:43:59.378
120|1100078|E|2016-10-16T15:45:10.258
120|1100078|E|2016-10-16T15:46:16.520
120|1100078|E|2016-10-16T15:47:05.605
120|1100078|E|2016-10-16T15:47:35.367
120|1100078|E|2016-10-16T15:50:35.636
120|1100078|E|2016-10-16T15:51:13.611
120|1100078|E|2016-10-16T18:28:42.666
120|1100078|E|2016-10-16T18:31:53.085
120|1100078|E|2016-10-16T18:33:54.350
120|1100078|E|2016-10-16T19:11:06.720
120|1100078|E|2016-10-16T19:12:23.396
120|1100078|E|2016-10-16T19:13:00.695
120|1100078|E|2016-10-16T19:14:26.417
120|1100078|E|2016-10-16T19:31:01.825
120|1100078|E|2016-10-16T19:39:44.448
120|1100078|E|2016-10-16T19:52:54.220
120|1100078|E|2016-10-16T20:13:23.015
120|1100078|E|2016-10-16T20:15:34.848
120|1100078|E|2016-10-16T20:16:41.118
120|1100078|E|2016-10-16T20:25:01.596
120|1100078|E|2016-10-16T20:25:53.306
120|1100078|E|2016-10-16T20:26:46.952
120|1100078|E|2016-10-16T20:27:43.054
120|1100078|E|2016-10-16T20:30:51.703
120|1100078|E|2016-10-16T20:31:29.510
120|1100078|E|2016-10-16T20:32:20.352
120|1100078|E|2016-10-16T20:32:32.622
120|1100078|E|2016-10-16T20:32:57.638
120|1100078|E|2016-10-16T20:36:31.966
120|1100078|E|2016-10-16T20:39:25.548
120|1100078|E|2016-10-16T20:40:42.719
120|1100078|E|2016-10-18T20:54:55.717
120|1100078|E|2016-10-18T21:01:56.318120|1100078|E|2016-10-22T07:09:33.671
120|1100078|E|2016-10-22T07:23:23.430
120|1100078|E|2016-10-22T07:24:06.131
120|1100078|E|2016-10-23T13:52:31.335
120|1100078|E|2016-10-23T13:52:51.272
120|1100078|E|2016-10-24T15:53:08.873
120|1100078|E|2016-10-24T16:47:15.205
120|1100078|E|2016-10-24T16:49:50.220
120|1100078|E|2016-10-24T16:52:26.123
120|1100078|E|2016-10-24T16:56:06.928
120|1100078|E|2016-10-24T16:59:16.354
120|1100078|E|2016-10-24T16:59:19.022
120|1100078|E|2016-10-24T18:45:46.485
120|1100078|E|2016-10-24T18:46:55.554
120|1100078|E|2016-10-24T23:13:30.730
120|1100078|E|2016-10-24T23:15:26.739
120|1100078|E|2016-10-24T23:18:29.187
120|1100078|E|2016-10-25T12:54:52.791
120|1100078|E|2016-10-25T14:45:51.471
120|1100078|E|2016-10-25T14:46:45.436
120|1100078|E|2016-10-25T15:08:24.103
120|1100078|E|2016-10-25T15:09:20.916
120|1100078|E|2016-10-25T17:01:10.274
120|1100078|E|2016-10-25T17:11:48.396
120|1100078|E|2016-10-25T17:14:00.024
120|1100078|E|2016-10-25T17:15:18.699
120|1100078|E|2016-10-25T17:16:30.332
120|1100078|E|2016-10-25T17:18:02.398
120|1100078|E|2016-10-25T17:37:39.217
120|1100078|E|2016-10-25T17:40:42.577
120|1100078|E|2016-10-25T17:41:57.440
120|1100078|E|2016-10-25T17:49:51.098
120|1100078|E|2016-10-25T17:50:39.901
120|1100078|E|2016-10-26T17:43:19.429
120|1100078|E|2016-10-27T17:17:26.590
120|1100078|E|2016-10-27T21:26:56.734
120|1100078|E|2016-10-27T21:28:34.182
120|1100078|E|2016-10-27T21:50:50.011
120|1100078|E|2016-10-28T20:16:04.406
120|1100078|E|2016-10-28T20:22:54.834
120|1100078|E|2016-10-28T20:23:04.041
120|1100078|E|2016-10-28T20:24:16.361
120|1100078|E|2016-10-28T20:36:33.344
120|1100078|E|2016-10-28T21:03:46.345
120|1100078|E|2016-10-28T21:06:02.456
120|1100078|E|2016-10-28T21:08:23.189
120|1100078|E|2016-10-28T21:09:06.489
120|1100078|E|2016-10-29T08:54:31.357
120|1100078|E|2016-10-29T08:56:47.880
120|1100078|E|2016-10-29T09:06:02.868
120|1100078|E|2016-10-29T10:22:36.303
120|1100078|E|2016-10-29T12:16:49.405
120|1100078|E|2016-10-29T12:17:41.005
120|1100078|E|2016-10-29T12:18:37.365
120|1100078|E|2016-10-29T12:19:37.507
120|1100078|E|2016-10-29T12:20:12.442
120|1100078|E|2016-10-29T12:22:01.680
120|1100078|E|2016-10-29T19:45:02.550
120|1100078|E|2016-10-29T19:50:07.185
120|1100078|E|2016-10-29T19:51:02.060
120|1100078|E|2016-10-29T19:51:49.790
120|1100078|E|2016-10-29T19:52:02.951
120|1100078|E|2016-10-29T19:54:28.614
120|1100078|E|2016-10-29T19:55:25.873
120|1100078|E|2016-10-29T19:56:43.935
120|1100078|E|2016-10-29T20:26:33.621
120|1100078|E|2016-10-29T20:51:11.814
120|1100078|E|2016-10-29T20:52:54.993
120|1100078|E|2016-10-30T09:33:54.817
120|1100078|E|2016-10-30T11:11:43.855
120|1100078|E|2016-10-30T13:09:23.673
120|1100078|E|2016-10-30T13:10:19.754
120|1100078|E|2016-10-30T13:27:51.689
120|1100078|E|2016-10-30T15:52:24.974
120|1100078|E|2016-10-30T15:55:14.617
120|1100078|E|2016-10-30T16:01:29.640
120|1100078|E|2016-10-30T16:13:38.987
120|1100078|E|2016-10-30T16:24:18.369
120|1100078|E|2016-10-30T16:26:18.721
120|1100078|E|2016-10-30T16:38:19.814
120|1100078|E|2016-10-30T17:18:00.822
